Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118211258512,448603621,2023-01-02 08:28:39,2023-01-02 08:58:28,172.56.21.73,36.1622767,-86.7742984,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,Access to Employment,,,,Lack of Congestion,,,"Please note that these were the two reasons 19 years ago, this does not apply to current ",Own,No - we have other occupations.,,< 2 Acres,50,,,,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,Manufacturing,,"Whichever happens, please consider our infrastructure and hold incoming business accountable BEFORE. Prime example, Ashley Furniture(which is now not going to use the building) intersection is horrible and Refugee Rd can't handle the truck capacity.  ",,Light Manufacturing,,Office/Service,,,"Whichever happens, please consider our infrastructure and hold incoming business accountable BEFORE ",,,,,,,"Anything that will help with the Tax/utility burden of your residents, like SD taxes",Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,,,,,,,,This should be negotiated with incoming businesses. Our taxes(mainly due to schools) are ridiculous. Why are we still paying taxes for SD from 1976 and prior. ,None of the above,,Somewhat important,Yes,,"As with any growth, I know it is difficult to speculate what the future holds, but plan accordingly. If you want new business and development...plan for it. Our infrastructure (roads, utilities, taxes) as it is now.  Let's be smart about what we want and how to get there without jeopardizing the residents who have been here for years.  example: If you plan for housing, include the School Board, but over taxing your citizens is not the answer. Also, all this publicity concerning discord in our Township is embarassing! Do better Etna...DO BETTER! "
118211131681,448603621,2023-01-02 00:13:20,2023-01-02 00:27:09,104.230.237.252,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,Elsewhere in Franklin County,,,Quiet for Retirement,,Friendliness,Cleanliness,School System,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,57,,,Single Family,,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,Rural Home Occupations,,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,,Recreation/Resort Activity,,,,Tax Reductions,,,,Industrial Park,,Yes,Somewhat,Very,Very,Somewhat,Very,,Broadband Internet,,,,Adopt-A-Highway,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,Mink - Main St intersection widening and stoplight timing.  Mink St road widening and improvements north of main St. 
118211119399,448603621,2023-01-01 22:08:05,2023-01-01 23:27:27,71.79.233.211,39.9955726,-82.6742373,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,26 - 44 Years Old,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,,None of the above listed reasons are relevant or exist anymore. The inconvenience and difficulties of moving are probably the biggest factors in keeping me here. ,Own,No - we have other occupations.,,< 2 Acres,70,None of the above,,,,,,,Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,None of the above,,,,,,,,None of the above,,,,,,,,,,Other (please specify),Perhaps these warehouse businesses (not their rank and file workers) could (finally) pay their fair share of taxes. ,Somewhat important,Maybe (please specify),Not sure where you could route one that doesn't go past an ugly and possibly dangerous warehouse.,"This township could have been so much more. Instead Trustees and county officials decided that western Etna Township would be the dumping ground for warehouses and their loud, fume-belching semis. They're easy to put up, especially when they egregiously cut corners, and produce traffic, noise and air quality problems. Tax abatements for these companies are a joke. Question number 6 might still pertain to people who live in areas 4 & 5, but they DON'T exist in 1, 2 or 3 anymore. The trustees have never listened to the residents in the western half of the township, and our property values and quality of life have suffered because of it. Now we're much more like the south end of Columbus or Obetz. "
118211087395,448603621,2023-01-01 20:19:06,2023-01-01 20:52:21,75.186.29.115,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,99,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Somewhat,Very,Very,,,Central Water,Central Sewer,,,Natural Gas,,,,,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Other (please specify),Tax from all of the warehouses,Somewhat important,Yes,,The best thing that could benefit Etna Township right now it the removal of Rozland McKee and Jeff Johnson from the Board of Trustees and replace them with two people who actually care about Etna Township and The People who live here !!!!!!!!!
118211087077,448603621,2023-01-01 20:40:13,2023-01-01 20:48:53,104.230.229.210,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,,,,,,,,,,,,,,Retired,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,,100,,,Single Family,,,,,Anti Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,,,Yes,Somewhat,Somewhat,Very,Very,Very,None of the above,,,,,,,,,,,,,Provide Social Services For All Ages,Improve Police Protection,,,,Bond Issue for Facilities,,Somewhat important,No,,
118211048582,448603621,2023-01-01 16:43:45,2023-01-01 17:02:48,76.73.209.70,39.9667308,-82.8854559,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,School System,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,95,,,,Townhome/Condo,,Senior/Assisted Living,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,Manufacturing,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,Job Training,Business Centers,Industrial Park,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,Restrict or otherwise control widespread single family home rentals
118211040939,448603621,2023-01-01 15:53:54,2023-01-01 16:05:03,65.60.200.92,40.0737476,-83.0184296,I live in Etna Township,,,,,1 (Reynoldsburg),,,10 - 19 Years,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,,Affordable homes,Own,No - we have other occupations.,,< 2 Acres,97,,,Single Family,Townhome/Condo,,Senior/Assisted Living,,Pro Limited Growth,,,,Neighborhood Commercial,,,,Better restaurants ,,Light Manufacturing,,Office/Service,,,,,,,Job Training,Business Centers,Industrial Park,,Yes,Very,Very,Very,Not,Very,,Broadband Internet,,,,,,,,,,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,
118211038325,448603621,2023-01-01 15:27:12,2023-01-01 15:44:47,75.188.196.243,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,5 - 9 Years,,,,,,,,,26 - 44 Years Old,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,,,,,This is where there was land to build homes in 2016.,Own,No - we have other occupations.,,< 2 Acres,77,,,Single Family,,,,,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,,,,,,"More Food Places and family activities (Piada, Fox in the Snow, Scene 69)",,,,,Recreation/Resort Activity,,"Food and family places (Whole Foods, New Library)",,Tax Reductions,,,,,,Yes,Very,Somewhat,Very,Very,Very,,Broadband Internet,,,Recycling,,,Cable Fiber,,,,,,,,,,"With inflated inflation, I don't support any additional taxes!",None of the above,,Very important,Maybe (please specify),Only if it makes sense and does not cause traffic issues and tons of construction.,"We need more places to eat, more family geared recreation, and a whole foods (the baby's r us building would make a great whole foods). And the old office max building would be a great Library. We just need more than oil change, tire, gas stations, and urgent cares. Enough of all that. Where do we eat and play w/out driving to Easton or Polaris."
118211018425,448603621,2023-01-01 12:59:53,2023-01-01 13:19:31,24.208.164.79,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),0 - 4 Years,,,,,,0 - 5 Years Old,,,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,Reynoldsburg,,,,,Columbus,,,,,,,,,Friendliness,Cleanliness,,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Growth,Large Shopping Mall (Easton/Polaris),,,Neighborhood Commercial,,,Logistics & Warehousing,,,Light Manufacturing,,Office/Service,,,,,Tax Reductions,,Job Training,,,,Yes,Not,Somewhat,Not,Somewhat,Very,,Broadband Internet,,,,Adopt-A-Highway,,,,,,Improve Emergency Services,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,None
118211017764,448603621,2023-01-01 13:06:49,2023-01-01 13:13:44,24.93.97.34,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,Reynoldsburg,,,,,,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,6 - 10 Acres,100,,Farm House/Large Lot,Single Family,,,,,Strongly Anti Growth,,,Rural Home Occupations,,,,,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,Adopt-A-Highway,,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,Please call a halt to additional warehouse and megalithic facilities downgrade our properties value due to uncontrolled traffic and are eyesores. Not what I moved here over 20 years ago. I expected development of homes and population not the disgusting situation we are in. 
118211017515,448603621,2023-01-01 13:04:30,2023-01-01 13:12:24,104.230.229.120,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,52,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,,Rural Home Occupations,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,,,,,Recycling,,,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Somewhat important,Yes,,"Get rid of all of these distribution centers! There are semi trucks everywhere causing all kinds of traffic issues! They go down roads they have no business being on. We need ""no thru route"" signs every where and police to enforce it. We also need trustees who work for us and not themselves. This township is ridiculous and out of control. Be 100% transparent and stop hiding everything. "
118211017349,448603621,2023-01-01 12:33:50,2023-01-01 13:10:59,75.188.231.32,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,Elsewhere in Franklin County,,,,,,,School System,,,,Less expensive to build here,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Very,Somewhat,Very,Somewhat,Very,,Broadband Internet,,,Recycling,,,,,Recycling,,,,,,,,,Property Tax Levy,,Very important,Yes,,We prefer single bin unsorted recycling
118211011934,448603621,2023-01-01 12:20:58,2023-01-01 12:35:23,65.186.64.124,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,,,20 - 39 Years,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,Elsewhere in Franklin County,,,,,,,,,Rural Atmosphere,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,3 - 5 Acres,100,,Farm House/Large Lot,,,Accessory Dwelling Units,,Gated Communities,Anti Growth,,,Rural Home Occupations,,Agri-Business,,,Who approved that stupid building behind Chipotle?  Why not some nece restaurants like Cracker Barrel or something similar?,,,,,,Maintain Current Farming and Agricultural Base,,,,,,,Industrial Park,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,Adopt-A-Highway,,,,,,,Improve Schools,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Local License Tax for Roads,,Somewhat important,Yes,,"Please consider inviting businesses and restaurants like Chop 5, Bibibop, etc. we need more healthy food choices in the township so 310 doesn’t turn into another rt. 256"
118211011245,448603621,2023-01-01 12:19:31,2023-01-01 12:32:05,174.96.168.100,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,Etna Township,,Newark,,,,,,,,,,,,Access to Employment,,,,,,,Used to be rural atmosphere ,Own,No - we have other occupations.,,3 - 5 Acres,92,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Very,Very,Very,Very,Somewhat,None of the above,,,,,,,,None of the above,,,,,,,,,,None of the above,,Not important,Maybe (please specify),Recreation only,Stop building warehouses. And where is our tax breaks for all the warehouses we do have?? Free trash a couple times a year is not a tax break. 
118211007489,448603621,2023-01-01 12:00:44,2023-01-01 12:08:43,174.207.44.230,40.6526006,-73.9497211,,,,I work in Etna Township but live elsewhere,,3 (SW),,,10 - 19 Years,,,,,,,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,Newark,,,,Columbus,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,,,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,,Strip Shopping Areas,,,,,,Restaurants ,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,"The trustees MUST stop the back-biting and work together. Mr. Evans needs to either stop his silliness or resign his position. I, as a professional working and living here am sick and tired of the theatrics and shame brought upon our community by his spying on the township staff and then making a public mockery of those who would hold him accountable. It must stop. The turmoil has to be effecting productivity of the board."
118210989710,448603621,2023-01-01 10:13:10,2023-01-01 10:26:23,71.79.228.232,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,,,,,,,,,Elsewhere in Licking County,,,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,54,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,,,,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,Job Training,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,Natural Gas,,,,,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,,,Local License Tax for Roads,,Very important,Yes,,"Quit letting the industrial park and warehouses in especially for free , giving them tax abatements and flexible zoning. Hold them to the same standards as the every day citizen! Encourage small business growth , give them incentives and tax breaks!!  Definitely need larger lot neighborhoods and gated communities. Support the people that make this place home! "
118210898584,448603621,2023-01-01 00:25:29,2023-01-01 00:33:36,98.30.137.138,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,Etna Township,,,,,,Columbus,,,,,,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,53,,Farm House/Large Lot,,,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,Tax Reductions,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,Adopt-A-Highway,,,,Recycling,Fire Station Facility,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,
118210887985,448603621,2022-12-31 22:54:30,2022-12-31 23:17:34,166.216.159.161,42.3222599,-83.1763145,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,Access to Employment,,Cleanliness,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,,,,,"Would like to see a sit down restaurant like a Cracker Barrel off 310 by I-70, currently only fast food availability or drive to Pickerington.",,,,,,,Only businesses that offer higher paying preferably unionized jobs that can actually support a family.,,,,Job Training,,,Let the large business owners fund job training not the residents.,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,Recycling,,,,,Recycling,Fire Station Facility,Improve Emergency Services,,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Other (please specify),"Let Amazon, Kohl’s, FedEx and all of the large corporate welfare recipients pay for it.",Very important,Maybe (please specify),"Let the large business owners pay for it, not their workers.",Need to focus on the quality of the employment opportunities not just the quantity. I am concerned about Etna beginning to morph into another Obetz/ Rickenbacker sea of low wage non-union warehouses with too many trucks and traffic problems.
